id_meteo,timestamp_completo,temperatura,temperatura_percepita,codice_meteo,descrizione,fascia_temperatura
43825,2021-01-01 00:00:00,2.00,-0.70,2,Nuvoloso,Freddo
43826,2021-01-01 01:00:00,5.00,2.50,2,Nuvoloso,Freddo
43827,2021-01-01 02:00:00,4.80,2.40,53,Pioggia,Freddo
43828,2021-01-01 03:00:00,6.20,3.80,3,Nuvoloso,Freddo
43829,2021-01-01 04:00:00,5.70,3.80,2,Nuvoloso,Freddo
43830,2021-01-01 05:00:00,5.00,3.20,2,Nuvoloso,Freddo
43831,2021-01-01 06:00:00,4.20,2.30,2,Nuvoloso,Freddo
43832,2021-01-01 07:00:00,3.80,1.60,3,Nuvoloso,Freddo
43833,2021-01-01 08:00:00,2.10,-0.60,3,Nuvoloso,Freddo
43834,2021-01-01 09:00:00,4.20,1.70,3,Nuvoloso,Freddo
43835,2021-01-01 10:00:00,5.80,3.20,3,Nuvoloso,Freddo
43836,2021-01-01 11:00:00,7.10,4.50,3,Nuvoloso,Freddo
43837,2021-01-01 12:00:00,7.90,5.40,3,Nuvoloso,Freddo
43838,2021-01-01 13:00:00,3.80,2.00,3,Nuvoloso,Freddo
43839,2021-01-01 14:00:00,4.50,2.70,55,Pioggia,Freddo
43840,2021-01-01 15:00:00,4.60,2.50,53,Pioggia,Freddo
43841,2021-01-01 16:00:00,5.00,2.80,51,Pioggia,Freddo
43842,2021-01-01 17:00:00,5.10,2.70,53,Pioggia,Freddo
43843,2021-01-01 18:00:00,5.60,2.80,51,Pioggia,Freddo
43844,2021-01-01 19:00:00,5.40,2.40,51,Pioggia,Freddo
43845,2021-01-01 20:00:00,5.10,1.70,51,Pioggia,Freddo
43846,2021-01-01 21:00:00,4.90,2.00,3,Nuvoloso,Freddo
43847,2021-01-01 22:00:00,4.90,2.90,3,Nuvoloso,Freddo
43848,2021-01-01 23:00:00,3.80,1.70,3,Nuvoloso,Freddo
43849,2021-01-02 00:00:00,3.50,1.10,3,Nuvoloso,Freddo
43850,2021-01-02 01:00:00,2.10,-0.90,3,Nuvoloso,Freddo
43851,2021-01-02 02:00:00,2.80,0.30,3,Nuvoloso,Freddo
43852,2021-01-02 03:00:00,2.20,-0.30,3,Nuvoloso,Freddo
43853,2021-01-02 04:00:00,2.80,0.60,53,Pioggia,Freddo
43854,2021-01-02 05:00:00,3.30,1.20,61,Pioggia,Freddo
43855,2021-01-02 06:00:00,2.80,0.40,61,Pioggia,Freddo
43856,2021-01-02 07:00:00,3.20,0.80,51,Pioggia,Freddo
43857,2021-01-02 08:00:00,3.80,1.10,51,Pioggia,Freddo
43858,2021-01-02 09:00:00,4.40,2.20,53,Pioggia,Freddo
43859,2021-01-02 10:00:00,5.40,3.40,53,Pioggia,Freddo
43860,2021-01-02 11:00:00,6.50,4.70,51,Pioggia,Freddo
43861,2021-01-02 12:00:00,7.00,5.30,51,Pioggia,Freddo
43862,2021-01-02 13:00:00,5.00,3.40,3,Nuvoloso,Freddo
43863,2021-01-02 14:00:00,6.30,4.80,3,Nuvoloso,Freddo
43864,2021-01-02 15:00:00,6.70,5.10,3,Nuvoloso,Freddo
43865,2021-01-02 16:00:00,6.40,4.70,3,Nuvoloso,Freddo
43866,2021-01-02 17:00:00,5.80,4.20,51,Pioggia,Freddo
43867,2021-01-02 18:00:00,5.80,4.30,53,Pioggia,Freddo
43868,2021-01-02 19:00:00,6.10,4.50,51,Pioggia,Freddo
43869,2021-01-02 20:00:00,5.90,3.90,53,Pioggia,Freddo
43870,2021-01-02 21:00:00,5.30,2.90,51,Pioggia,Freddo
43871,2021-01-02 22:00:00,4.90,2.20,1,Nuvoloso,Freddo
43872,2021-01-02 23:00:00,4.90,1.90,3,Nuvoloso,Freddo
43873,2021-01-03 00:00:00,5.90,2.80,2,Nuvoloso,Freddo
43874,2021-01-03 01:00:00,5.90,3.10,2,Nuvoloso,Freddo
43875,2021-01-03 02:00:00,4.40,1.60,0,Cielo Sereno,Freddo
43876,2021-01-03 03:00:00,4.30,1.70,0,Cielo Sereno,Freddo
43877,2021-01-03 04:00:00,4.40,1.60,3,Nuvoloso,Freddo
43878,2021-01-03 05:00:00,4.20,1.50,3,Nuvoloso,Freddo
43879,2021-01-03 06:00:00,3.90,1.30,3,Nuvoloso,Freddo
43880,2021-01-03 07:00:00,3.60,0.90,1,Nuvoloso,Freddo
43881,2021-01-03 08:00:00,3.30,0.40,1,Nuvoloso,Freddo
43882,2021-01-03 09:00:00,6.00,3.30,1,Nuvoloso,Freddo
43883,2021-01-03 10:00:00,8.40,6.50,1,Nuvoloso,Freddo
43884,2021-01-03 11:00:00,9.90,8.40,51,Pioggia,Freddo
43885,2021-01-03 12:00:00,10.40,8.70,0,Cielo Sereno,Mite
43886,2021-01-03 13:00:00,10.20,8.10,1,Nuvoloso,Mite
43887,2021-01-03 14:00:00,10.50,8.20,3,Nuvoloso,Mite
43888,2021-01-03 15:00:00,10.10,7.60,3,Nuvoloso,Mite
43889,2021-01-03 16:00:00,9.10,6.50,3,Nuvoloso,Freddo
43890,2021-01-03 17:00:00,7.30,4.80,51,Pioggia,Freddo
43891,2021-01-03 18:00:00,6.20,4.00,51,Pioggia,Freddo
43892,2021-01-03 19:00:00,6.00,3.90,51,Pioggia,Freddo
43893,2021-01-03 20:00:00,4.80,2.50,3,Nuvoloso,Freddo
43894,2021-01-03 21:00:00,4.00,1.70,3,Nuvoloso,Freddo
43895,2021-01-03 22:00:00,4.80,2.60,51,Pioggia,Freddo
43896,2021-01-03 23:00:00,4.80,3.00,51,Pioggia,Freddo
43897,2021-01-04 00:00:00,4.10,1.90,51,Pioggia,Freddo
43898,2021-01-04 01:00:00,4.50,2.30,2,Nuvoloso,Freddo
43899,2021-01-04 02:00:00,3.30,1.00,3,Nuvoloso,Freddo
43900,2021-01-04 03:00:00,2.00,-0.80,3,Nuvoloso,Freddo
43901,2021-01-04 04:00:00,1.60,-1.10,2,Nuvoloso,Freddo
43902,2021-01-04 05:00:00,1.40,-1.20,1,Nuvoloso,Freddo
43903,2021-01-04 06:00:00,1.10,-1.50,1,Nuvoloso,Freddo
43904,2021-01-04 07:00:00,1.00,-1.80,0,Cielo Sereno,Freddo
43905,2021-01-04 08:00:00,0.80,-2.00,3,Nuvoloso,Freddo
43906,2021-01-04 09:00:00,2.70,-0.10,2,Nuvoloso,Freddo
43907,2021-01-04 10:00:00,4.80,2.40,1,Nuvoloso,Freddo
43908,2021-01-04 11:00:00,5.80,3.50,1,Nuvoloso,Freddo
43909,2021-01-04 12:00:00,7.00,5.10,2,Nuvoloso,Freddo
43910,2021-01-04 13:00:00,7.50,5.30,3,Nuvoloso,Freddo
43911,2021-01-04 14:00:00,7.20,5.10,1,Nuvoloso,Freddo
43912,2021-01-04 15:00:00,6.90,4.60,1,Nuvoloso,Freddo
43913,2021-01-04 16:00:00,6.60,4.20,1,Nuvoloso,Freddo
43914,2021-01-04 17:00:00,4.70,2.40,2,Nuvoloso,Freddo
43915,2021-01-04 18:00:00,4.00,1.60,2,Nuvoloso,Freddo
43916,2021-01-04 19:00:00,4.10,1.70,1,Nuvoloso,Freddo
43917,2021-01-04 20:00:00,4.10,2.00,3,Nuvoloso,Freddo
43918,2021-01-04 21:00:00,2.70,-0.10,3,Nuvoloso,Freddo
43919,2021-01-04 22:00:00,2.30,-0.40,2,Nuvoloso,Freddo
43920,2021-01-04 23:00:00,1.90,-0.80,1,Nuvoloso,Freddo
43921,2021-01-05 00:00:00,1.10,-1.70,1,Nuvoloso,Freddo
43922,2021-01-05 01:00:00,2.60,-0.10,0,Cielo Sereno,Freddo
43923,2021-01-05 02:00:00,2.70,-0.30,0,Cielo Sereno,Freddo
43924,2021-01-05 03:00:00,2.20,-0.50,3,Nuvoloso,Freddo
43925,2021-01-05 04:00:00,2.00,-0.80,3,Nuvoloso,Freddo
43926,2021-01-05 05:00:00,1.80,-0.90,3,Nuvoloso,Freddo
43927,2021-01-05 06:00:00,1.90,-0.70,3,Nuvoloso,Freddo
43928,2021-01-05 07:00:00,1.40,-1.20,3,Nuvoloso,Freddo
43929,2021-01-05 08:00:00,1.20,-1.20,51,Pioggia,Freddo
43930,2021-01-05 09:00:00,2.00,-0.40,51,Pioggia,Freddo
43931,2021-01-05 10:00:00,2.50,0.00,61,Pioggia,Freddo
43932,2021-01-05 11:00:00,2.20,-0.50,71,Neve,Freddo
43933,2021-01-05 12:00:00,3.00,0.90,51,Pioggia,Freddo
43934,2021-01-05 13:00:00,4.20,2.10,51,Pioggia,Freddo
43935,2021-01-05 14:00:00,4.70,2.50,51,Pioggia,Freddo
43936,2021-01-05 15:00:00,5.40,3.00,51,Pioggia,Freddo
43937,2021-01-05 16:00:00,5.40,3.60,3,Nuvoloso,Freddo
43938,2021-01-05 17:00:00,4.40,2.60,53,Pioggia,Freddo
43939,2021-01-05 18:00:00,4.00,1.90,51,Pioggia,Freddo
43940,2021-01-05 19:00:00,4.20,2.40,3,Nuvoloso,Freddo
43941,2021-01-05 20:00:00,3.40,1.50,3,Nuvoloso,Freddo
43942,2021-01-05 21:00:00,3.70,2.10,3,Nuvoloso,Freddo
43943,2021-01-05 22:00:00,3.00,1.10,3,Nuvoloso,Freddo
43944,2021-01-05 23:00:00,3.20,1.20,3,Nuvoloso,Freddo
43945,2021-01-06 00:00:00,3.50,1.70,3,Nuvoloso,Freddo
43946,2021-01-06 01:00:00,2.50,0.10,3,Nuvoloso,Freddo
43947,2021-01-06 02:00:00,4.00,1.80,3,Nuvoloso,Freddo
43948,2021-01-06 03:00:00,2.70,0.20,3,Nuvoloso,Freddo
43949,2021-01-06 04:00:00,2.00,-1.10,3,Nuvoloso,Freddo
43950,2021-01-06 05:00:00,3.30,0.30,3,Nuvoloso,Freddo
43951,2021-01-06 06:00:00,3.20,0.20,3,Nuvoloso,Freddo
43952,2021-01-06 07:00:00,2.50,-0.20,3,Nuvoloso,Freddo
43953,2021-01-06 08:00:00,1.90,-0.70,3,Nuvoloso,Freddo
43954,2021-01-06 09:00:00,3.20,0.80,3,Nuvoloso,Freddo
43955,2021-01-06 10:00:00,4.40,2.30,2,Nuvoloso,Freddo
43956,2021-01-06 11:00:00,5.60,3.70,3,Nuvoloso,Freddo
43957,2021-01-06 12:00:00,6.60,4.70,3,Nuvoloso,Freddo
43958,2021-01-06 13:00:00,7.40,4.10,3,Nuvoloso,Freddo
43959,2021-01-06 14:00:00,7.80,4.50,3,Nuvoloso,Freddo
43960,2021-01-06 15:00:00,7.70,4.90,2,Nuvoloso,Freddo
43961,2021-01-06 16:00:00,5.80,3.70,2,Nuvoloso,Freddo
43962,2021-01-06 17:00:00,4.60,2.20,2,Nuvoloso,Freddo
43963,2021-01-06 18:00:00,2.80,0.30,1,Nuvoloso,Freddo
43964,2021-01-06 19:00:00,0.80,-2.20,3,Nuvoloso,Freddo
43965,2021-01-06 20:00:00,0.90,-1.90,3,Nuvoloso,Freddo
43966,2021-01-06 21:00:00,0.40,-2.50,3,Nuvoloso,Freddo
43967,2021-01-06 22:00:00,0.80,-2.10,3,Nuvoloso,Freddo
43968,2021-01-06 23:00:00,-0.60,-3.90,3,Nuvoloso,Freddo
43969,2021-01-07 00:00:00,-0.20,-3.10,3,Nuvoloso,Freddo
43970,2021-01-07 01:00:00,0.10,-3.00,3,Nuvoloso,Freddo
43971,2021-01-07 02:00:00,1.90,-0.80,1,Nuvoloso,Freddo
43972,2021-01-07 03:00:00,1.10,-1.80,0,Cielo Sereno,Freddo
43973,2021-01-07 04:00:00,-0.90,-4.40,1,Nuvoloso,Freddo
43974,2021-01-07 05:00:00,-1.30,-4.80,0,Cielo Sereno,Freddo
43975,2021-01-07 06:00:00,-0.60,-3.80,0,Cielo Sereno,Freddo
43976,2021-01-07 07:00:00,-1.00,-4.10,3,Nuvoloso,Freddo
43977,2021-01-07 08:00:00,-0.20,-3.00,3,Nuvoloso,Freddo
43978,2021-01-07 09:00:00,1.50,-0.90,3,Nuvoloso,Freddo
43979,2021-01-07 10:00:00,3.70,1.30,3,Nuvoloso,Freddo
43980,2021-01-07 11:00:00,4.10,1.50,3,Nuvoloso,Freddo
43981,2021-01-07 12:00:00,4.40,1.80,3,Nuvoloso,Freddo
43982,2021-01-07 13:00:00,5.10,2.40,3,Nuvoloso,Freddo
43983,2021-01-07 14:00:00,5.30,2.60,3,Nuvoloso,Freddo
43984,2021-01-07 15:00:00,5.40,2.70,2,Nuvoloso,Freddo
43985,2021-01-07 16:00:00,4.70,2.40,3,Nuvoloso,Freddo
43986,2021-01-07 17:00:00,2.50,-0.50,3,Nuvoloso,Freddo
43987,2021-01-07 18:00:00,2.80,0.40,3,Nuvoloso,Freddo
43988,2021-01-07 19:00:00,3.20,0.90,3,Nuvoloso,Freddo
43989,2021-01-07 20:00:00,3.10,0.90,3,Nuvoloso,Freddo
43990,2021-01-07 21:00:00,3.00,0.70,3,Nuvoloso,Freddo
43991,2021-01-07 22:00:00,3.00,0.70,3,Nuvoloso,Freddo
43992,2021-01-07 23:00:00,2.70,0.50,3,Nuvoloso,Freddo
43993,2021-01-08 00:00:00,1.90,-0.50,2,Nuvoloso,Freddo
43994,2021-01-08 01:00:00,1.60,-1.10,3,Nuvoloso,Freddo
43995,2021-01-08 02:00:00,2.10,-0.30,3,Nuvoloso,Freddo
43996,2021-01-08 03:00:00,2.00,-0.80,3,Nuvoloso,Freddo
43997,2021-01-08 04:00:00,2.20,-0.80,3,Nuvoloso,Freddo
43998,2021-01-08 05:00:00,2.30,-0.80,3,Nuvoloso,Freddo
43999,2021-01-08 06:00:00,2.40,-0.70,51,Pioggia,Freddo
44000,2021-01-08 07:00:00,2.30,-0.90,51,Pioggia,Freddo
44001,2021-01-08 08:00:00,1.30,-1.80,1,Nuvoloso,Freddo
44002,2021-01-08 09:00:00,2.50,-0.90,1,Nuvoloso,Freddo
44003,2021-01-08 10:00:00,3.80,0.10,2,Nuvoloso,Freddo
44004,2021-01-08 11:00:00,4.60,0.90,2,Nuvoloso,Freddo
44005,2021-01-08 12:00:00,5.30,1.70,2,Nuvoloso,Freddo
44006,2021-01-08 13:00:00,5.40,1.80,3,Nuvoloso,Freddo
44007,2021-01-08 14:00:00,5.60,2.30,0,Cielo Sereno,Freddo
44008,2021-01-08 15:00:00,5.60,2.40,0,Cielo Sereno,Freddo
44009,2021-01-08 16:00:00,4.80,2.00,0,Cielo Sereno,Freddo
44010,2021-01-08 17:00:00,1.30,-2.20,0,Cielo Sereno,Freddo
44011,2021-01-08 18:00:00,1.00,-2.30,0,Cielo Sereno,Freddo
44012,2021-01-08 19:00:00,0.90,-2.30,1,Nuvoloso,Freddo
44013,2021-01-08 20:00:00,0.90,-2.30,1,Nuvoloso,Freddo
44014,2021-01-08 21:00:00,0.70,-2.50,1,Nuvoloso,Freddo
44015,2021-01-08 22:00:00,1.00,-2.10,2,Nuvoloso,Freddo
44016,2021-01-08 23:00:00,1.00,-2.30,2,Nuvoloso,Freddo
44017,2021-01-09 00:00:00,0.60,-2.60,3,Nuvoloso,Freddo
44018,2021-01-09 01:00:00,0.40,-3.10,2,Nuvoloso,Freddo
44019,2021-01-09 02:00:00,0.20,-3.20,2,Nuvoloso,Freddo
44020,2021-01-09 03:00:00,0.00,-3.40,2,Nuvoloso,Freddo
44021,2021-01-09 04:00:00,0.10,-3.50,3,Nuvoloso,Freddo
44022,2021-01-09 05:00:00,0.30,-3.10,3,Nuvoloso,Freddo
44023,2021-01-09 06:00:00,0.20,-3.10,3,Nuvoloso,Freddo
44024,2021-01-09 07:00:00,0.20,-3.10,3,Nuvoloso,Freddo
44025,2021-01-09 08:00:00,-0.20,-3.60,3,Nuvoloso,Freddo
44026,2021-01-09 09:00:00,0.90,-2.60,3,Nuvoloso,Freddo
44027,2021-01-09 10:00:00,1.90,-1.70,3,Nuvoloso,Freddo
44028,2021-01-09 11:00:00,2.80,-0.80,3,Nuvoloso,Freddo
44029,2021-01-09 12:00:00,3.50,-0.30,3,Nuvoloso,Freddo
44030,2021-01-09 13:00:00,2.80,-0.90,3,Nuvoloso,Freddo
44031,2021-01-09 14:00:00,3.00,-0.80,3,Nuvoloso,Freddo
44032,2021-01-09 15:00:00,3.00,-0.80,3,Nuvoloso,Freddo
44033,2021-01-09 16:00:00,2.80,-0.80,3,Nuvoloso,Freddo
44034,2021-01-09 17:00:00,2.30,-1.50,3,Nuvoloso,Freddo
44035,2021-01-09 18:00:00,2.30,-1.60,3,Nuvoloso,Freddo
44036,2021-01-09 19:00:00,2.00,-1.90,3,Nuvoloso,Freddo
44037,2021-01-09 20:00:00,2.00,-2.10,3,Nuvoloso,Freddo
44038,2021-01-09 21:00:00,1.40,-2.70,3,Nuvoloso,Freddo
44039,2021-01-09 22:00:00,1.40,-2.60,3,Nuvoloso,Freddo
44040,2021-01-09 23:00:00,2.00,-2.00,3,Nuvoloso,Freddo
44041,2021-01-10 00:00:00,1.60,-2.40,3,Nuvoloso,Freddo
44042,2021-01-10 01:00:00,0.90,-2.60,3,Nuvoloso,Freddo
44043,2021-01-10 02:00:00,1.10,-2.60,3,Nuvoloso,Freddo
44044,2021-01-10 03:00:00,1.10,-2.90,3,Nuvoloso,Freddo
44045,2021-01-10 04:00:00,1.20,-2.80,3,Nuvoloso,Freddo
44046,2021-01-10 05:00:00,1.40,-2.50,71,Neve,Freddo
44047,2021-01-10 06:00:00,1.60,-1.90,71,Neve,Freddo
44048,2021-01-10 07:00:00,1.90,-1.20,51,Pioggia,Freddo
44049,2021-01-10 08:00:00,2.20,-1.00,51,Pioggia,Freddo
44050,2021-01-10 09:00:00,2.20,-1.20,71,Neve,Freddo
44051,2021-01-10 10:00:00,2.80,-0.50,51,Pioggia,Freddo
44052,2021-01-10 11:00:00,2.90,-0.50,51,Pioggia,Freddo
44053,2021-01-10 12:00:00,3.10,-0.50,51,Pioggia,Freddo
44054,2021-01-10 13:00:00,1.50,-2.00,51,Pioggia,Freddo
44055,2021-01-10 14:00:00,1.90,-1.50,51,Pioggia,Freddo
44056,2021-01-10 15:00:00,2.10,-1.40,51,Pioggia,Freddo
44057,2021-01-10 16:00:00,2.30,-0.90,51,Pioggia,Freddo
44058,2021-01-10 17:00:00,2.20,-1.20,3,Nuvoloso,Freddo
44059,2021-01-10 18:00:00,1.80,-1.90,3,Nuvoloso,Freddo
44060,2021-01-10 19:00:00,1.80,-1.90,3,Nuvoloso,Freddo
44061,2021-01-10 20:00:00,1.60,-2.00,3,Nuvoloso,Freddo
44062,2021-01-10 21:00:00,1.30,-2.40,51,Pioggia,Freddo
44063,2021-01-10 22:00:00,0.80,-3.20,2,Nuvoloso,Freddo
44064,2021-01-10 23:00:00,0.60,-3.50,2,Nuvoloso,Freddo
44065,2021-01-11 00:00:00,0.20,-3.90,2,Nuvoloso,Freddo
44066,2021-01-11 01:00:00,-0.80,-4.70,2,Nuvoloso,Freddo
44067,2021-01-11 02:00:00,-0.50,-4.20,1,Nuvoloso,Freddo
44068,2021-01-11 03:00:00,-0.80,-4.50,1,Nuvoloso,Freddo
44069,2021-01-11 04:00:00,-1.20,-4.90,0,Cielo Sereno,Freddo
44070,2021-01-11 05:00:00,-2.60,-6.30,2,Nuvoloso,Freddo
44071,2021-01-11 06:00:00,-1.60,-5.20,2,Nuvoloso,Freddo
44072,2021-01-11 07:00:00,-1.40,-5.10,1,Nuvoloso,Freddo
44073,2021-01-11 08:00:00,-1.70,-5.50,2,Nuvoloso,Freddo
44074,2021-01-11 09:00:00,-0.60,-4.60,2,Nuvoloso,Freddo
44075,2021-01-11 10:00:00,0.60,-3.40,2,Nuvoloso,Freddo
44076,2021-01-11 11:00:00,1.60,-2.50,3,Nuvoloso,Freddo
44077,2021-01-11 12:00:00,2.80,-1.50,2,Nuvoloso,Freddo
44078,2021-01-11 13:00:00,2.50,-1.20,2,Nuvoloso,Freddo
44079,2021-01-11 14:00:00,3.50,-0.90,3,Nuvoloso,Freddo
44080,2021-01-11 15:00:00,4.10,-0.80,3,Nuvoloso,Freddo
44081,2021-01-11 16:00:00,3.70,-0.70,3,Nuvoloso,Freddo
44082,2021-01-11 17:00:00,2.20,-1.60,3,Nuvoloso,Freddo
44083,2021-01-11 18:00:00,1.60,-2.30,2,Nuvoloso,Freddo
44084,2021-01-11 19:00:00,0.40,-3.50,1,Nuvoloso,Freddo
44085,2021-01-11 20:00:00,-0.30,-4.20,2,Nuvoloso,Freddo
44086,2021-01-11 21:00:00,-0.10,-4.20,2,Nuvoloso,Freddo
44087,2021-01-11 22:00:00,-0.30,-4.50,1,Nuvoloso,Freddo
44088,2021-01-11 23:00:00,-0.40,-4.70,1,Nuvoloso,Freddo
44089,2021-01-12 00:00:00,-0.60,-4.90,1,Nuvoloso,Freddo
44090,2021-01-12 01:00:00,0.00,-4.40,2,Nuvoloso,Freddo
44091,2021-01-12 02:00:00,-0.20,-4.40,1,Nuvoloso,Freddo
44092,2021-01-12 03:00:00,-0.90,-5.20,0,Cielo Sereno,Freddo
44093,2021-01-12 04:00:00,-1.10,-5.40,0,Cielo Sereno,Freddo
44094,2021-01-12 05:00:00,-1.40,-5.60,0,Cielo Sereno,Freddo
44095,2021-01-12 06:00:00,-1.60,-5.60,0,Cielo Sereno,Freddo
44096,2021-01-12 07:00:00,-1.90,-5.80,0,Cielo Sereno,Freddo
44097,2021-01-12 08:00:00,-2.20,-6.10,2,Nuvoloso,Freddo
44098,2021-01-12 09:00:00,0.00,-3.90,3,Nuvoloso,Freddo
44099,2021-01-12 10:00:00,2.80,-0.70,2,Nuvoloso,Freddo
44100,2021-01-12 11:00:00,4.20,0.60,2,Nuvoloso,Freddo
44101,2021-01-12 12:00:00,5.60,2.30,3,Nuvoloso,Freddo
44102,2021-01-12 13:00:00,5.40,2.10,1,Nuvoloso,Freddo
44103,2021-01-12 14:00:00,5.80,3.00,3,Nuvoloso,Freddo
44104,2021-01-12 15:00:00,5.80,2.70,3,Nuvoloso,Freddo
44105,2021-01-12 16:00:00,4.20,1.00,3,Nuvoloso,Freddo
44106,2021-01-12 17:00:00,3.10,0.50,3,Nuvoloso,Freddo
44107,2021-01-12 18:00:00,0.90,-2.20,1,Nuvoloso,Freddo
44108,2021-01-12 19:00:00,0.20,-2.90,3,Nuvoloso,Freddo
44109,2021-01-12 20:00:00,1.10,-2.20,1,Nuvoloso,Freddo
44110,2021-01-12 21:00:00,0.00,-3.60,1,Nuvoloso,Freddo
44111,2021-01-12 22:00:00,-0.20,-3.70,1,Nuvoloso,Freddo
44112,2021-01-12 23:00:00,-0.20,-4.00,0,Cielo Sereno,Freddo
44113,2021-01-13 00:00:00,-0.60,-4.30,0,Cielo Sereno,Freddo
44114,2021-01-13 01:00:00,-0.50,-4.60,0,Cielo Sereno,Freddo
44115,2021-01-13 02:00:00,0.00,-4.00,0,Cielo Sereno,Freddo
44116,2021-01-13 03:00:00,0.20,-3.60,0,Cielo Sereno,Freddo
44117,2021-01-13 04:00:00,-0.10,-3.70,0,Cielo Sereno,Freddo
44118,2021-01-13 05:00:00,-0.10,-3.70,0,Cielo Sereno,Freddo
44119,2021-01-13 06:00:00,-0.60,-4.10,0,Cielo Sereno,Freddo
44120,2021-01-13 07:00:00,-1.40,-4.60,0,Cielo Sereno,Freddo
44121,2021-01-13 08:00:00,-1.80,-4.80,0,Cielo Sereno,Freddo
44122,2021-01-13 09:00:00,0.40,-2.10,0,Cielo Sereno,Freddo
44123,2021-01-13 10:00:00,4.20,1.70,0,Cielo Sereno,Freddo
44124,2021-01-13 11:00:00,5.80,3.50,0,Cielo Sereno,Freddo
44125,2021-01-13 12:00:00,6.90,4.40,0,Cielo Sereno,Freddo
44126,2021-01-13 13:00:00,8.10,4.60,0,Cielo Sereno,Freddo
44127,2021-01-13 14:00:00,7.90,5.10,0,Cielo Sereno,Freddo
44128,2021-01-13 15:00:00,7.80,5.20,0,Cielo Sereno,Freddo
44129,2021-01-13 16:00:00,7.40,5.40,0,Cielo Sereno,Freddo
44130,2021-01-13 17:00:00,3.30,0.60,0,Cielo Sereno,Freddo
44131,2021-01-13 18:00:00,2.00,-0.90,0,Cielo Sereno,Freddo
44132,2021-01-13 19:00:00,1.40,-1.40,0,Cielo Sereno,Freddo
44133,2021-01-13 20:00:00,-0.10,-3.00,0,Cielo Sereno,Freddo
44134,2021-01-13 21:00:00,-0.80,-3.80,0,Cielo Sereno,Freddo
44135,2021-01-13 22:00:00,-1.10,-4.60,0,Cielo Sereno,Freddo
44136,2021-01-13 23:00:00,-0.30,-4.20,0,Cielo Sereno,Freddo
44137,2021-01-14 00:00:00,0.60,-3.50,0,Cielo Sereno,Freddo
44138,2021-01-14 01:00:00,-0.80,-4.60,0,Cielo Sereno,Freddo
44139,2021-01-14 02:00:00,0.90,-2.50,0,Cielo Sereno,Freddo
44140,2021-01-14 03:00:00,0.40,-2.90,0,Cielo Sereno,Freddo
44141,2021-01-14 04:00:00,0.20,-3.00,0,Cielo Sereno,Freddo
44142,2021-01-14 05:00:00,0.60,-2.70,0,Cielo Sereno,Freddo
44143,2021-01-14 06:00:00,0.60,-2.60,0,Cielo Sereno,Freddo
44144,2021-01-14 07:00:00,0.40,-2.50,1,Nuvoloso,Freddo
44145,2021-01-14 08:00:00,1.00,-1.60,1,Nuvoloso,Freddo
44146,2021-01-14 09:00:00,3.00,0.10,1,Nuvoloso,Freddo
44147,2021-01-14 10:00:00,5.20,2.20,0,Cielo Sereno,Freddo
44148,2021-01-14 11:00:00,6.70,4.10,0,Cielo Sereno,Freddo
44149,2021-01-14 12:00:00,6.90,3.90,0,Cielo Sereno,Freddo
44150,2021-01-14 13:00:00,7.40,5.10,0,Cielo Sereno,Freddo
44151,2021-01-14 14:00:00,7.20,3.80,0,Cielo Sereno,Freddo
44152,2021-01-14 15:00:00,7.00,4.70,0,Cielo Sereno,Freddo
44153,2021-01-14 16:00:00,6.40,4.20,0,Cielo Sereno,Freddo
44154,2021-01-14 17:00:00,2.50,-0.60,0,Cielo Sereno,Freddo
44155,2021-01-14 18:00:00,2.20,-0.90,0,Cielo Sereno,Freddo
44156,2021-01-14 19:00:00,1.10,-1.70,0,Cielo Sereno,Freddo
44157,2021-01-14 20:00:00,1.00,-1.90,0,Cielo Sereno,Freddo
44158,2021-01-14 21:00:00,1.00,-2.30,1,Nuvoloso,Freddo
44159,2021-01-14 22:00:00,1.50,-1.60,2,Nuvoloso,Freddo
44160,2021-01-14 23:00:00,1.50,-1.70,2,Nuvoloso,Freddo
44161,2021-01-15 00:00:00,1.50,-1.60,2,Nuvoloso,Freddo
44162,2021-01-15 01:00:00,2.80,-0.40,3,Nuvoloso,Freddo
44163,2021-01-15 02:00:00,3.20,-0.20,3,Nuvoloso,Freddo
44164,2021-01-15 03:00:00,2.90,-0.30,3,Nuvoloso,Freddo
44165,2021-01-15 04:00:00,1.80,-1.20,3,Nuvoloso,Freddo
44166,2021-01-15 05:00:00,1.40,-1.80,3,Nuvoloso,Freddo
44167,2021-01-15 06:00:00,2.50,-0.70,3,Nuvoloso,Freddo
44168,2021-01-15 07:00:00,3.50,0.70,3,Nuvoloso,Freddo
44169,2021-01-15 08:00:00,2.50,-0.20,3,Nuvoloso,Freddo
44170,2021-01-15 09:00:00,2.70,0.20,3,Nuvoloso,Freddo
44171,2021-01-15 10:00:00,3.80,1.10,3,Nuvoloso,Freddo
44172,2021-01-15 11:00:00,4.60,1.90,3,Nuvoloso,Freddo
44173,2021-01-15 12:00:00,5.40,2.70,3,Nuvoloso,Freddo
44174,2021-01-15 13:00:00,6.30,3.30,3,Nuvoloso,Freddo
44175,2021-01-15 14:00:00,6.50,3.20,3,Nuvoloso,Freddo
44176,2021-01-15 15:00:00,6.00,2.70,3,Nuvoloso,Freddo
44177,2021-01-15 16:00:00,5.70,2.60,3,Nuvoloso,Freddo
