id_meteo,timestamp_completo,temperatura,temperatura_percepita,codice_meteo,descrizione,fascia_temperatura
79739,2025-02-05 10:00:00,5.90,3.40,0,Cielo Sereno,Freddo
79740,2025-02-05 11:00:00,7.60,5.00,0,Cielo Sereno,Freddo
79741,2025-02-05 12:00:00,8.90,6.30,0,Cielo Sereno,Freddo
79742,2025-02-05 13:00:00,10.00,7.30,0,Cielo Sereno,Mite
79743,2025-02-05 14:00:00,10.60,8.40,0,Cielo Sereno,Mite
79744,2025-02-05 15:00:00,10.90,9.00,0,Cielo Sereno,Mite
79745,2025-02-05 16:00:00,10.60,8.60,0,Cielo Sereno,Mite
79746,2025-02-05 17:00:00,8.30,6.60,0,Cielo Sereno,Freddo
79747,2025-02-05 18:00:00,6.30,4.70,0,Cielo Sereno,Freddo
79748,2025-02-05 19:00:00,4.90,3.00,0,Cielo Sereno,Freddo
79749,2025-02-05 20:00:00,3.70,1.10,0,Cielo Sereno,Freddo
79750,2025-02-05 21:00:00,2.30,-0.40,0,Cielo Sereno,Freddo
79751,2025-02-05 22:00:00,1.70,-1.10,0,Cielo Sereno,Freddo
79752,2025-02-05 23:00:00,1.20,-1.60,0,Cielo Sereno,Freddo
79753,2025-02-06 00:00:00,0.50,-2.50,0,Cielo Sereno,Freddo
79754,2025-02-06 01:00:00,-0.40,-3.60,0,Cielo Sereno,Freddo
79755,2025-02-06 02:00:00,0.90,-2.30,0,Cielo Sereno,Freddo
79756,2025-02-06 03:00:00,0.80,-2.40,0,Cielo Sereno,Freddo
79757,2025-02-06 04:00:00,1.00,-2.20,0,Cielo Sereno,Freddo
79758,2025-02-06 05:00:00,1.10,-2.30,0,Cielo Sereno,Freddo
79759,2025-02-06 06:00:00,1.00,-2.30,0,Cielo Sereno,Freddo
79760,2025-02-06 07:00:00,0.90,-2.40,0,Cielo Sereno,Freddo
79761,2025-02-06 08:00:00,0.90,-2.50,0,Cielo Sereno,Freddo
79762,2025-02-06 09:00:00,3.30,0.00,0,Cielo Sereno,Freddo
79763,2025-02-06 10:00:00,5.00,2.30,0,Cielo Sereno,Freddo
79764,2025-02-06 11:00:00,7.10,4.60,1,Nuvoloso,Freddo
79765,2025-02-06 12:00:00,8.50,5.90,0,Cielo Sereno,Freddo
79766,2025-02-06 13:00:00,9.30,6.70,0,Cielo Sereno,Freddo
79767,2025-02-06 14:00:00,8.90,6.40,1,Nuvoloso,Freddo
79768,2025-02-06 15:00:00,8.90,6.60,2,Nuvoloso,Freddo
79769,2025-02-06 16:00:00,8.50,6.10,2,Nuvoloso,Freddo
79770,2025-02-06 17:00:00,5.90,3.90,0,Cielo Sereno,Freddo
79771,2025-02-06 18:00:00,4.70,2.60,0,Cielo Sereno,Freddo
79772,2025-02-06 19:00:00,2.80,0.20,0,Cielo Sereno,Freddo
79773,2025-02-06 20:00:00,2.00,-0.90,0,Cielo Sereno,Freddo
79774,2025-02-06 21:00:00,1.10,-1.70,0,Cielo Sereno,Freddo
79775,2025-02-06 22:00:00,1.00,-1.70,0,Cielo Sereno,Freddo
79776,2025-02-06 23:00:00,0.80,-1.80,0,Cielo Sereno,Freddo
79777,2025-02-07 00:00:00,1.00,-1.40,0,Cielo Sereno,Freddo
79778,2025-02-07 01:00:00,1.20,-1.10,2,Nuvoloso,Freddo
79779,2025-02-07 02:00:00,2.80,0.50,3,Nuvoloso,Freddo
79780,2025-02-07 03:00:00,2.40,0.30,3,Nuvoloso,Freddo
79781,2025-02-07 04:00:00,1.10,-1.00,2,Nuvoloso,Freddo
79782,2025-02-07 05:00:00,0.40,-1.80,2,Nuvoloso,Freddo
79783,2025-02-07 06:00:00,1.10,-1.30,3,Nuvoloso,Freddo
79784,2025-02-07 07:00:00,1.40,-1.20,3,Nuvoloso,Freddo
79785,2025-02-07 08:00:00,1.70,-0.90,3,Nuvoloso,Freddo
79786,2025-02-07 09:00:00,3.00,0.50,3,Nuvoloso,Freddo
79787,2025-02-07 10:00:00,4.00,1.50,3,Nuvoloso,Freddo
79788,2025-02-07 11:00:00,4.50,2.20,3,Nuvoloso,Freddo
79789,2025-02-07 12:00:00,5.20,3.00,3,Nuvoloso,Freddo
79790,2025-02-07 13:00:00,6.00,3.80,3,Nuvoloso,Freddo
79791,2025-02-07 14:00:00,5.80,3.80,3,Nuvoloso,Freddo
79792,2025-02-07 15:00:00,6.10,4.20,3,Nuvoloso,Freddo
79793,2025-02-07 16:00:00,6.00,3.90,3,Nuvoloso,Freddo
79794,2025-02-07 17:00:00,5.70,3.50,3,Nuvoloso,Freddo
79795,2025-02-07 18:00:00,4.70,2.80,3,Nuvoloso,Freddo
79796,2025-02-07 19:00:00,4.30,2.50,3,Nuvoloso,Freddo
79797,2025-02-07 20:00:00,4.20,2.60,3,Nuvoloso,Freddo
79798,2025-02-07 21:00:00,4.30,2.70,3,Nuvoloso,Freddo
79799,2025-02-07 22:00:00,4.60,2.90,3,Nuvoloso,Freddo
79800,2025-02-07 23:00:00,4.40,2.80,3,Nuvoloso,Freddo
79801,2025-02-08 00:00:00,4.20,2.50,3,Nuvoloso,Freddo
79802,2025-02-08 01:00:00,4.40,2.40,3,Nuvoloso,Freddo
79803,2025-02-08 02:00:00,4.90,3.00,3,Nuvoloso,Freddo
79804,2025-02-08 03:00:00,4.90,2.80,3,Nuvoloso,Freddo
79805,2025-02-08 04:00:00,4.30,2.20,3,Nuvoloso,Freddo
79806,2025-02-08 05:00:00,3.50,1.50,3,Nuvoloso,Freddo
79807,2025-02-08 06:00:00,3.20,1.00,3,Nuvoloso,Freddo
79808,2025-02-08 07:00:00,3.30,1.10,2,Nuvoloso,Freddo
79809,2025-02-08 08:00:00,3.20,0.90,3,Nuvoloso,Freddo
79810,2025-02-08 09:00:00,4.80,2.40,3,Nuvoloso,Freddo
79811,2025-02-08 10:00:00,6.30,3.90,3,Nuvoloso,Freddo
79812,2025-02-08 11:00:00,7.20,4.70,3,Nuvoloso,Freddo
79813,2025-02-08 12:00:00,7.50,5.20,3,Nuvoloso,Freddo
79814,2025-02-08 13:00:00,8.20,6.00,3,Nuvoloso,Freddo
79815,2025-02-08 14:00:00,6.30,4.30,51,Pioggia,Freddo
79816,2025-02-08 15:00:00,6.30,4.30,51,Pioggia,Freddo
79817,2025-02-08 16:00:00,6.40,4.20,51,Pioggia,Freddo
79818,2025-02-08 17:00:00,5.80,3.70,51,Pioggia,Freddo
79819,2025-02-08 18:00:00,5.40,3.80,53,Pioggia,Freddo
79820,2025-02-08 19:00:00,5.20,3.60,61,Pioggia,Freddo
79821,2025-02-08 20:00:00,5.10,3.10,61,Pioggia,Freddo
79822,2025-02-08 21:00:00,4.90,2.80,61,Pioggia,Freddo
79823,2025-02-08 22:00:00,5.00,2.80,61,Pioggia,Freddo
79824,2025-02-08 23:00:00,5.00,2.70,55,Pioggia,Freddo
79825,2025-02-09 00:00:00,4.80,2.40,55,Pioggia,Freddo
79826,2025-02-09 01:00:00,4.80,2.10,55,Pioggia,Freddo
79827,2025-02-09 02:00:00,4.40,1.40,55,Pioggia,Freddo
79828,2025-02-09 03:00:00,4.20,1.30,53,Pioggia,Freddo
79829,2025-02-09 04:00:00,4.20,1.20,51,Pioggia,Freddo
79830,2025-02-09 05:00:00,4.20,1.20,53,Pioggia,Freddo
79831,2025-02-09 06:00:00,4.10,1.10,51,Pioggia,Freddo
79832,2025-02-09 07:00:00,4.20,1.00,51,Pioggia,Freddo
79833,2025-02-09 08:00:00,4.30,1.30,51,Pioggia,Freddo
79834,2025-02-09 09:00:00,4.40,2.00,51,Pioggia,Freddo
79835,2025-02-09 10:00:00,4.80,2.60,51,Pioggia,Freddo
79836,2025-02-09 11:00:00,5.30,3.10,51,Pioggia,Freddo
79837,2025-02-09 12:00:00,6.90,4.70,51,Pioggia,Freddo
79838,2025-02-09 13:00:00,6.60,4.40,51,Pioggia,Freddo
79839,2025-02-09 14:00:00,7.10,4.70,51,Pioggia,Freddo
79840,2025-02-09 15:00:00,6.70,4.20,51,Pioggia,Freddo
79841,2025-02-09 16:00:00,7.20,4.90,3,Nuvoloso,Freddo
79842,2025-02-09 17:00:00,6.80,4.70,3,Nuvoloso,Freddo
79843,2025-02-09 18:00:00,6.20,4.30,3,Nuvoloso,Freddo
79844,2025-02-09 19:00:00,5.70,4.00,3,Nuvoloso,Freddo
79845,2025-02-09 20:00:00,5.70,3.90,3,Nuvoloso,Freddo
79846,2025-02-09 21:00:00,5.80,3.90,3,Nuvoloso,Freddo
79847,2025-02-09 22:00:00,5.90,4.10,3,Nuvoloso,Freddo
79848,2025-02-09 23:00:00,5.90,4.20,3,Nuvoloso,Freddo
79849,2025-02-10 00:00:00,5.80,3.90,3,Nuvoloso,Freddo
79850,2025-02-10 01:00:00,6.00,4.10,3,Nuvoloso,Freddo
79851,2025-02-10 02:00:00,6.10,4.30,3,Nuvoloso,Freddo
79852,2025-02-10 03:00:00,6.10,4.10,3,Nuvoloso,Freddo
79853,2025-02-10 04:00:00,5.70,3.90,3,Nuvoloso,Freddo
79854,2025-02-10 05:00:00,5.80,3.90,3,Nuvoloso,Freddo
79855,2025-02-10 06:00:00,5.70,3.50,3,Nuvoloso,Freddo
79856,2025-02-10 07:00:00,5.30,3.10,3,Nuvoloso,Freddo
79857,2025-02-10 08:00:00,5.30,2.90,3,Nuvoloso,Freddo
79858,2025-02-10 09:00:00,6.60,4.60,3,Nuvoloso,Freddo
79859,2025-02-10 10:00:00,7.70,6.20,3,Nuvoloso,Freddo
79860,2025-02-10 11:00:00,8.50,7.00,3,Nuvoloso,Freddo
79861,2025-02-10 12:00:00,9.80,8.20,2,Nuvoloso,Freddo
79862,2025-02-10 13:00:00,10.40,8.70,3,Nuvoloso,Mite
79863,2025-02-10 14:00:00,10.30,8.40,3,Nuvoloso,Mite
79864,2025-02-10 15:00:00,10.40,8.70,3,Nuvoloso,Mite
79865,2025-02-10 16:00:00,10.10,8.50,3,Nuvoloso,Mite
79866,2025-02-10 17:00:00,9.10,7.70,3,Nuvoloso,Freddo
79867,2025-02-10 18:00:00,7.40,6.20,2,Nuvoloso,Freddo
79868,2025-02-10 19:00:00,7.00,5.80,3,Nuvoloso,Freddo
79869,2025-02-10 20:00:00,6.30,4.90,3,Nuvoloso,Freddo
79870,2025-02-10 21:00:00,6.00,4.60,2,Nuvoloso,Freddo
79871,2025-02-10 22:00:00,5.60,4.00,2,Nuvoloso,Freddo
79872,2025-02-10 23:00:00,4.80,3.00,3,Nuvoloso,Freddo
79873,2025-02-11 00:00:00,4.90,3.10,3,Nuvoloso,Freddo
79874,2025-02-11 01:00:00,5.30,3.30,3,Nuvoloso,Freddo
79875,2025-02-11 02:00:00,6.90,5.70,3,Nuvoloso,Freddo
79876,2025-02-11 03:00:00,7.00,5.70,3,Nuvoloso,Freddo
79877,2025-02-11 04:00:00,7.10,5.80,3,Nuvoloso,Freddo
79878,2025-02-11 05:00:00,7.20,5.80,3,Nuvoloso,Freddo
79879,2025-02-11 06:00:00,7.30,5.70,3,Nuvoloso,Freddo
79880,2025-02-11 07:00:00,7.30,5.50,3,Nuvoloso,Freddo
79881,2025-02-11 08:00:00,7.60,5.90,3,Nuvoloso,Freddo
79882,2025-02-11 09:00:00,8.40,7.10,3,Nuvoloso,Freddo
79883,2025-02-11 10:00:00,9.40,8.30,3,Nuvoloso,Freddo
79884,2025-02-11 11:00:00,10.20,9.00,3,Nuvoloso,Mite
79885,2025-02-11 12:00:00,10.40,8.90,3,Nuvoloso,Mite
79886,2025-02-11 13:00:00,10.60,9.00,3,Nuvoloso,Mite
79887,2025-02-11 14:00:00,11.60,9.80,3,Nuvoloso,Mite
79888,2025-02-11 15:00:00,11.40,9.50,3,Nuvoloso,Mite
79889,2025-02-11 16:00:00,11.40,9.60,3,Nuvoloso,Mite
79890,2025-02-11 17:00:00,10.60,8.90,3,Nuvoloso,Mite
79891,2025-02-11 18:00:00,9.80,8.00,3,Nuvoloso,Freddo
79892,2025-02-11 19:00:00,9.20,7.40,3,Nuvoloso,Freddo
79893,2025-02-11 20:00:00,8.60,7.00,51,Pioggia,Freddo
79894,2025-02-11 21:00:00,8.10,6.80,51,Pioggia,Freddo
79895,2025-02-11 22:00:00,7.90,6.60,53,Pioggia,Freddo
79896,2025-02-11 23:00:00,7.70,6.70,53,Pioggia,Freddo
79897,2025-02-12 00:00:00,7.50,6.40,53,Pioggia,Freddo
79898,2025-02-12 01:00:00,7.30,6.20,55,Pioggia,Freddo
79899,2025-02-12 02:00:00,7.40,6.40,61,Pioggia,Freddo
79900,2025-02-12 03:00:00,7.30,6.40,61,Pioggia,Freddo
79901,2025-02-12 04:00:00,7.20,6.00,53,Pioggia,Freddo
79902,2025-02-12 05:00:00,7.30,6.20,53,Pioggia,Freddo
79903,2025-02-12 06:00:00,7.30,6.30,51,Pioggia,Freddo
79904,2025-02-12 07:00:00,7.10,5.70,51,Pioggia,Freddo
79905,2025-02-12 08:00:00,7.10,5.70,3,Nuvoloso,Freddo
79906,2025-02-12 09:00:00,7.60,6.30,3,Nuvoloso,Freddo
79907,2025-02-12 10:00:00,8.80,7.60,51,Pioggia,Freddo
79908,2025-02-12 11:00:00,8.60,7.50,51,Pioggia,Freddo
79909,2025-02-12 12:00:00,9.30,8.10,51,Pioggia,Freddo
79910,2025-02-12 13:00:00,10.10,8.70,51,Pioggia,Mite
79911,2025-02-12 14:00:00,9.80,8.40,51,Pioggia,Freddo
79912,2025-02-12 15:00:00,9.40,8.00,51,Pioggia,Freddo
79913,2025-02-12 16:00:00,9.40,8.60,51,Pioggia,Freddo
79914,2025-02-12 17:00:00,9.10,8.30,51,Pioggia,Freddo
79915,2025-02-12 18:00:00,8.40,7.70,3,Nuvoloso,Freddo
79916,2025-02-12 19:00:00,8.40,7.20,3,Nuvoloso,Freddo
79917,2025-02-12 20:00:00,8.10,7.10,2,Nuvoloso,Freddo
79918,2025-02-12 21:00:00,8.00,7.20,3,Nuvoloso,Freddo
79919,2025-02-12 22:00:00,7.80,7.00,3,Nuvoloso,Freddo
79920,2025-02-12 23:00:00,7.80,6.70,3,Nuvoloso,Freddo
79921,2025-02-13 00:00:00,7.70,6.60,51,Pioggia,Freddo
79922,2025-02-13 01:00:00,7.40,6.10,3,Nuvoloso,Freddo
79923,2025-02-13 02:00:00,7.90,6.50,3,Nuvoloso,Freddo
79924,2025-02-13 03:00:00,8.00,6.70,3,Nuvoloso,Freddo
79925,2025-02-13 04:00:00,7.80,6.50,3,Nuvoloso,Freddo
79926,2025-02-13 05:00:00,8.00,6.80,3,Nuvoloso,Freddo
79927,2025-02-13 06:00:00,8.00,7.10,3,Nuvoloso,Freddo
79928,2025-02-13 07:00:00,7.90,7.00,3,Nuvoloso,Freddo
79929,2025-02-13 08:00:00,8.10,7.00,3,Nuvoloso,Freddo
79930,2025-02-13 09:00:00,8.40,7.50,3,Nuvoloso,Freddo
79931,2025-02-13 10:00:00,8.80,7.80,51,Pioggia,Freddo
79932,2025-02-13 11:00:00,9.30,8.30,3,Nuvoloso,Freddo
79933,2025-02-13 12:00:00,9.60,8.40,3,Nuvoloso,Freddo
79934,2025-02-13 13:00:00,10.00,8.70,3,Nuvoloso,Mite
79935,2025-02-13 14:00:00,9.80,8.70,3,Nuvoloso,Freddo
79936,2025-02-13 15:00:00,10.80,9.70,3,Nuvoloso,Mite
79937,2025-02-13 16:00:00,10.60,9.30,3,Nuvoloso,Mite
79938,2025-02-13 17:00:00,9.90,8.30,3,Nuvoloso,Freddo
79939,2025-02-13 18:00:00,8.40,7.00,3,Nuvoloso,Freddo
79940,2025-02-13 19:00:00,7.20,5.90,3,Nuvoloso,Freddo
79941,2025-02-13 20:00:00,7.00,6.10,3,Nuvoloso,Freddo
79942,2025-02-13 21:00:00,6.20,5.00,3,Nuvoloso,Freddo
79943,2025-02-13 22:00:00,5.70,4.30,3,Nuvoloso,Freddo
79944,2025-02-13 23:00:00,5.00,3.30,2,Nuvoloso,Freddo
79945,2025-02-14 00:00:00,4.30,2.40,2,Nuvoloso,Freddo
79946,2025-02-14 01:00:00,4.80,2.90,3,Nuvoloso,Freddo
79947,2025-02-14 02:00:00,7.00,6.00,3,Nuvoloso,Freddo
79948,2025-02-14 03:00:00,7.60,6.90,3,Nuvoloso,Freddo
79949,2025-02-14 04:00:00,7.20,6.30,53,Pioggia,Freddo
79950,2025-02-14 05:00:00,6.70,5.50,61,Pioggia,Freddo
79951,2025-02-14 06:00:00,6.40,5.20,53,Pioggia,Freddo
79952,2025-02-14 07:00:00,5.80,4.40,3,Nuvoloso,Freddo
79953,2025-02-14 08:00:00,6.20,3.40,3,Nuvoloso,Freddo
79954,2025-02-14 09:00:00,5.40,3.10,51,Pioggia,Freddo
79955,2025-02-14 10:00:00,5.20,2.50,63,Pioggia,Freddo
79956,2025-02-14 11:00:00,5.60,2.60,61,Pioggia,Freddo
79957,2025-02-14 12:00:00,6.80,4.30,61,Pioggia,Freddo
79958,2025-02-14 13:00:00,5.80,2.00,61,Pioggia,Freddo
79959,2025-02-14 14:00:00,6.10,2.10,55,Pioggia,Freddo
79960,2025-02-14 15:00:00,4.10,-0.60,61,Pioggia,Freddo
79961,2025-02-14 16:00:00,4.00,0.10,61,Pioggia,Freddo
79962,2025-02-14 17:00:00,4.30,0.90,55,Pioggia,Freddo
79963,2025-02-14 18:00:00,4.30,0.90,53,Pioggia,Freddo
79964,2025-02-14 19:00:00,4.10,0.50,53,Pioggia,Freddo
79965,2025-02-14 20:00:00,4.10,0.40,61,Pioggia,Freddo
79966,2025-02-14 21:00:00,3.80,0.00,61,Pioggia,Freddo
79967,2025-02-14 22:00:00,3.90,0.10,55,Pioggia,Freddo
79968,2025-02-14 23:00:00,4.00,0.10,53,Pioggia,Freddo
79969,2025-02-15 00:00:00,4.30,1.20,51,Pioggia,Freddo
79970,2025-02-15 01:00:00,3.80,1.10,51,Pioggia,Freddo
79971,2025-02-15 02:00:00,4.00,1.40,51,Pioggia,Freddo
79972,2025-02-15 03:00:00,4.00,1.30,3,Nuvoloso,Freddo
79973,2025-02-15 04:00:00,4.00,1.10,3,Nuvoloso,Freddo
79974,2025-02-15 05:00:00,4.00,1.00,3,Nuvoloso,Freddo
79975,2025-02-15 06:00:00,3.80,0.90,3,Nuvoloso,Freddo
79976,2025-02-15 07:00:00,3.30,0.70,2,Nuvoloso,Freddo
79977,2025-02-15 08:00:00,3.30,0.50,1,Nuvoloso,Freddo
79978,2025-02-15 09:00:00,4.40,1.60,0,Cielo Sereno,Freddo
79979,2025-02-15 10:00:00,5.80,2.30,1,Nuvoloso,Freddo
79980,2025-02-15 11:00:00,6.80,3.40,1,Nuvoloso,Freddo
79981,2025-02-15 12:00:00,7.70,4.30,1,Nuvoloso,Freddo
79982,2025-02-15 13:00:00,8.40,5.10,2,Nuvoloso,Freddo
79983,2025-02-15 14:00:00,8.30,4.80,1,Nuvoloso,Freddo
79984,2025-02-15 15:00:00,8.20,4.60,1,Nuvoloso,Freddo
79985,2025-02-15 16:00:00,7.70,4.10,0,Cielo Sereno,Freddo
79986,2025-02-15 17:00:00,6.60,3.80,0,Cielo Sereno,Freddo
79987,2025-02-15 18:00:00,4.30,1.70,0,Cielo Sereno,Freddo
79988,2025-02-15 19:00:00,2.90,-0.20,0,Cielo Sereno,Freddo
79989,2025-02-15 20:00:00,2.00,-1.10,0,Cielo Sereno,Freddo
79990,2025-02-15 21:00:00,1.20,-1.70,0,Cielo Sereno,Freddo
79991,2025-02-15 22:00:00,0.60,-2.30,0,Cielo Sereno,Freddo
79992,2025-02-15 23:00:00,-0.10,-3.30,0,Cielo Sereno,Freddo
79993,2025-02-16 00:00:00,-1.20,-4.40,0,Cielo Sereno,Freddo
79994,2025-02-16 01:00:00,-2.20,-5.40,0,Cielo Sereno,Freddo
79995,2025-02-16 02:00:00,0.30,-2.80,0,Cielo Sereno,Freddo
79996,2025-02-16 03:00:00,-0.80,-3.90,3,Nuvoloso,Freddo
79997,2025-02-16 04:00:00,-1.40,-4.50,3,Nuvoloso,Freddo
79998,2025-02-16 05:00:00,-1.40,-4.60,3,Nuvoloso,Freddo
79999,2025-02-16 06:00:00,-1.90,-5.00,3,Nuvoloso,Freddo
80000,2025-02-16 07:00:00,-2.20,-5.30,3,Nuvoloso,Freddo
80001,2025-02-16 08:00:00,-1.20,-4.20,3,Nuvoloso,Freddo
80002,2025-02-16 09:00:00,2.20,-0.60,1,Nuvoloso,Freddo
80003,2025-02-16 10:00:00,4.20,1.40,1,Nuvoloso,Freddo
80004,2025-02-16 11:00:00,5.70,2.80,0,Cielo Sereno,Freddo
80005,2025-02-16 12:00:00,6.60,3.60,0,Cielo Sereno,Freddo
80006,2025-02-16 13:00:00,7.20,4.20,0,Cielo Sereno,Freddo
80007,2025-02-16 14:00:00,7.20,4.00,0,Cielo Sereno,Freddo
80008,2025-02-16 15:00:00,7.20,4.10,0,Cielo Sereno,Freddo
80009,2025-02-16 16:00:00,6.80,4.00,0,Cielo Sereno,Freddo
80010,2025-02-16 17:00:00,5.90,3.20,0,Cielo Sereno,Freddo
80011,2025-02-16 18:00:00,3.80,1.40,0,Cielo Sereno,Freddo
80012,2025-02-16 19:00:00,3.30,0.80,0,Cielo Sereno,Freddo
80013,2025-02-16 20:00:00,2.00,-1.00,0,Cielo Sereno,Freddo
80014,2025-02-16 21:00:00,1.20,-1.70,0,Cielo Sereno,Freddo
80015,2025-02-16 22:00:00,0.90,-1.90,0,Cielo Sereno,Freddo
80016,2025-02-16 23:00:00,0.80,-1.80,1,Nuvoloso,Freddo
80017,2025-02-17 00:00:00,0.90,-1.60,3,Nuvoloso,Freddo
80018,2025-02-17 01:00:00,0.50,-2.20,2,Nuvoloso,Freddo
80019,2025-02-17 02:00:00,0.80,-1.60,3,Nuvoloso,Freddo
80020,2025-02-17 03:00:00,0.30,-2.10,3,Nuvoloso,Freddo
80021,2025-02-17 04:00:00,-0.40,-3.10,3,Nuvoloso,Freddo
80022,2025-02-17 05:00:00,-0.90,-3.60,2,Nuvoloso,Freddo
80023,2025-02-17 06:00:00,-1.90,-4.90,0,Cielo Sereno,Freddo
80024,2025-02-17 07:00:00,-2.20,-5.30,1,Nuvoloso,Freddo
80025,2025-02-17 08:00:00,-0.90,-4.10,2,Nuvoloso,Freddo
80026,2025-02-17 09:00:00,0.90,-2.20,3,Nuvoloso,Freddo
80027,2025-02-17 10:00:00,1.90,-1.60,3,Nuvoloso,Freddo
80028,2025-02-17 11:00:00,2.30,-1.20,3,Nuvoloso,Freddo
80029,2025-02-17 12:00:00,3.00,-0.10,3,Nuvoloso,Freddo
80030,2025-02-17 13:00:00,3.70,0.60,3,Nuvoloso,Freddo
80031,2025-02-17 14:00:00,5.30,2.50,3,Nuvoloso,Freddo
80032,2025-02-17 15:00:00,5.30,2.60,3,Nuvoloso,Freddo
80033,2025-02-17 16:00:00,5.70,2.90,3,Nuvoloso,Freddo
80034,2025-02-17 17:00:00,5.70,2.80,3,Nuvoloso,Freddo
80035,2025-02-17 18:00:00,4.90,2.50,3,Nuvoloso,Freddo
80036,2025-02-17 19:00:00,4.80,1.80,3,Nuvoloso,Freddo
80037,2025-02-17 20:00:00,3.50,0.60,3,Nuvoloso,Freddo
80038,2025-02-17 21:00:00,2.70,0.40,3,Nuvoloso,Freddo
80039,2025-02-17 22:00:00,2.60,0.40,3,Nuvoloso,Freddo
80040,2025-02-17 23:00:00,2.20,-0.20,3,Nuvoloso,Freddo
80041,2025-02-18 00:00:00,1.90,-0.70,2,Nuvoloso,Freddo
80042,2025-02-18 01:00:00,1.10,-1.50,1,Nuvoloso,Freddo
80043,2025-02-18 02:00:00,0.60,-1.90,0,Cielo Sereno,Freddo
80044,2025-02-18 03:00:00,-0.20,-2.70,0,Cielo Sereno,Freddo
80045,2025-02-18 04:00:00,-0.80,-3.30,0,Cielo Sereno,Freddo
80046,2025-02-18 05:00:00,-1.00,-3.60,0,Cielo Sereno,Freddo
80047,2025-02-18 06:00:00,-1.10,-3.80,0,Cielo Sereno,Freddo
80048,2025-02-18 07:00:00,-1.20,-3.90,0,Cielo Sereno,Freddo
80049,2025-02-18 08:00:00,-0.40,-3.00,0,Cielo Sereno,Freddo
80050,2025-02-18 09:00:00,1.90,-0.60,0,Cielo Sereno,Freddo
80051,2025-02-18 10:00:00,3.20,0.30,0,Cielo Sereno,Freddo
80052,2025-02-18 11:00:00,4.60,1.40,0,Cielo Sereno,Freddo
80053,2025-02-18 12:00:00,6.00,2.50,1,Nuvoloso,Freddo
80054,2025-02-18 13:00:00,6.90,3.30,3,Nuvoloso,Freddo
80055,2025-02-18 14:00:00,6.20,2.90,3,Nuvoloso,Freddo
80056,2025-02-18 15:00:00,6.30,3.00,3,Nuvoloso,Freddo
80057,2025-02-18 16:00:00,6.40,3.10,3,Nuvoloso,Freddo
80058,2025-02-18 17:00:00,6.10,2.80,3,Nuvoloso,Freddo
80059,2025-02-18 18:00:00,4.70,1.90,3,Nuvoloso,Freddo
80060,2025-02-18 19:00:00,4.40,1.30,3,Nuvoloso,Freddo
80061,2025-02-18 20:00:00,4.00,0.70,3,Nuvoloso,Freddo
80062,2025-02-18 21:00:00,3.70,0.80,3,Nuvoloso,Freddo
80063,2025-02-18 22:00:00,3.50,1.30,3,Nuvoloso,Freddo
80064,2025-02-18 23:00:00,3.70,1.40,3,Nuvoloso,Freddo
80065,2025-02-19 00:00:00,3.00,0.40,3,Nuvoloso,Freddo
80066,2025-02-19 01:00:00,1.70,-1.00,3,Nuvoloso,Freddo
80067,2025-02-19 02:00:00,3.10,0.70,3,Nuvoloso,Freddo
80068,2025-02-19 03:00:00,2.40,-0.60,3,Nuvoloso,Freddo
80069,2025-02-19 04:00:00,1.60,-1.20,3,Nuvoloso,Freddo
80070,2025-02-19 05:00:00,1.70,-1.20,3,Nuvoloso,Freddo
80071,2025-02-19 06:00:00,1.60,-1.40,3,Nuvoloso,Freddo
80072,2025-02-19 07:00:00,1.80,-1.30,3,Nuvoloso,Freddo
80073,2025-02-19 08:00:00,2.30,-0.60,3,Nuvoloso,Freddo
80074,2025-02-19 09:00:00,3.00,0.10,3,Nuvoloso,Freddo
80075,2025-02-19 10:00:00,3.80,0.90,3,Nuvoloso,Freddo
80076,2025-02-19 11:00:00,5.10,2.20,3,Nuvoloso,Freddo
80077,2025-02-19 12:00:00,6.20,3.20,3,Nuvoloso,Freddo
80078,2025-02-19 13:00:00,6.60,3.50,3,Nuvoloso,Freddo
80079,2025-02-19 14:00:00,6.00,2.60,3,Nuvoloso,Freddo
80080,2025-02-19 15:00:00,6.20,2.70,3,Nuvoloso,Freddo
80081,2025-02-19 16:00:00,5.80,2.50,3,Nuvoloso,Freddo
80082,2025-02-19 17:00:00,5.70,2.40,3,Nuvoloso,Freddo
80083,2025-02-19 18:00:00,5.20,2.10,3,Nuvoloso,Freddo
80084,2025-02-19 19:00:00,4.70,1.90,3,Nuvoloso,Freddo
80085,2025-02-19 20:00:00,4.20,1.50,3,Nuvoloso,Freddo
80086,2025-02-19 21:00:00,4.20,1.50,3,Nuvoloso,Freddo
80087,2025-02-19 22:00:00,3.70,1.10,3,Nuvoloso,Freddo
80088,2025-02-19 23:00:00,3.70,0.90,3,Nuvoloso,Freddo
80089,2025-02-20 00:00:00,3.50,0.70,3,Nuvoloso,Freddo
80090,2025-02-20 01:00:00,3.30,0.70,3,Nuvoloso,Freddo
80091,2025-02-20 02:00:00,2.10,-0.50,3,Nuvoloso,Freddo
80092,2025-02-20 03:00:00,2.00,-0.50,3,Nuvoloso,Freddo
80093,2025-02-20 04:00:00,1.90,-0.40,3,Nuvoloso,Freddo
80094,2025-02-20 05:00:00,2.10,-0.40,3,Nuvoloso,Freddo
80095,2025-02-20 06:00:00,1.90,-0.40,3,Nuvoloso,Freddo
